Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units","Bulk GTIN"
Orlando,Weekly,"2022-01-30 00:00:00",Conventional,1.329813748,441214.55,205328.57,7954.71,58.65,149620.66,,,,78251.95
Peoria/Springfield,Weekly,"2022-02-20 00:00:00",Conventional,1.101412158,131460.20,48538.42,8869.87,34.47,36973.62,,,,37043.82
Peoria/Springfield,Weekly,"2022-02-13 00:00:00",Conventional,1.017395353,180672.70,72659.55,20480.34,167.29,41239.93,,,,46125.59
Peoria/Springfield,Weekly,"2022-02-06 00:00:00",Conventional,1.073262466,129022.91,42504.48,9961.21,88.21,39703.51,,,,36765.50
Peoria/Springfield,Weekly,"2022-01-30 00:00:00",Conventional,0.994631794,138573.47,49336.97,14257.65,76.18,34486.58,,,,40416.09
Philadelphia,Weekly,"2022-02-20 00:00:00",Conventional,1.339558840,661545.31,240967.22,116391.79,271.42,238299.77,,,,65615.11
Philadelphia,Weekly,"2022-02-13 00:00:00",Conventional,1.426482308,752530.42,296377.19,147029.29,459.43,234797.38,,,,73867.14
Philadelphia,Weekly,"2022-02-06 00:00:00",Conventional,1.389920253,585938.40,169735.96,106648.58,205.91,256413.26,,,,52934.69
Philadelphia,Weekly,"2022-01-30 00:00:00",Conventional,1.377882173,675102.32,223118.48,137150.78,209.75,242685.43,,,,71937.89
Phoenix/Tucson,Weekly,"2022-02-20 00:00:00",Conventional,1.057585658,1350191.24,428082.54,113169.28,7496.91,242467.37,,,,558975.14
Phoenix/Tucson,Weekly,"2022-02-13 00:00:00",Conventional,0.974963746,1669789.59,601645.39,137827.88,10842.13,234212.23,,,,685261.95
Phoenix/Tucson,Weekly,"2022-02-06 00:00:00",Conventional,0.926255230,1561347.62,434997.37,155328.43,7136.80,209391.17,,,,754493.86
Phoenix/Tucson,Weekly,"2022-01-30 00:00:00",Conventional,1.122687407,1170179.57,338775.53,147437.74,8005.14,205348.62,,,,470612.55
Pittsburgh,Weekly,"2022-02-20 00:00:00",Conventional,1.572413239,121865.04,48210.92,3903.82,2.74,42657.51,,,,27090.05
Pittsburgh,Weekly,"2022-02-13 00:00:00",Conventional,1.076318327,175827.60,70451.37,4421.95,15.44,41691.51,,,,59247.34
Pittsburgh,Weekly,"2022-02-06 00:00:00",Conventional,1.081014204,173004.25,68211.41,4906.98,19.74,38129.10,,,,61737.02
Pittsburgh,Weekly,"2022-01-30 00:00:00",Conventional,1.587290272,126940.20,43456.36,5098.69,2.31,40604.11,,,,37778.72
Portland,Weekly,"2022-02-20 00:00:00",Conventional,1.401731529,639752.85,139113.18,33337.72,5323.70,110423.90,,,,351554.35
Portland,Weekly,"2022-02-13 00:00:00",Conventional,1.386784864,717160.03,158870.77,32853.18,5721.30,109568.47,,,,410146.30
Portland,Weekly,"2022-02-06 00:00:00",Conventional,1.513894926,580375.38,113520.91,37042.02,5720.53,132768.84,,,,291323.09
Portland,Weekly,"2022-01-30 00:00:00",Conventional,1.338317480,669421.79,144487.95,34310.35,5403.48,106662.93,,,,378557.07
Providence,Weekly,"2022-02-20 00:00:00",Conventional,1.720653210,97094.51,11092.84,50864.85,50.43,19830.22,,,,15256.18
Providence,Weekly,"2022-02-13 00:00:00",Conventional,1.747079803,85316.73,7837.22,49295.29,13.14,17281.28,,,,10889.80
Providence,Weekly,"2022-02-06 00:00:00",Conventional,1.777382642,72745.73,6050.35,42647.25,33.50,15567.42,,,,8447.21
Providence,Weekly,"2022-01-30 00:00:00",Conventional,1.774306043,98642.50,7423.65,57700.74,19.85,19696.32,,,,13801.94
Raleigh/Greensboro,Weekly,"2022-02-20 00:00:00",Conventional,1.306922462,435671.28,185462.38,61577.83,2386.30,157600.84,,,,28643.94
Raleigh/Greensboro,Weekly,"2022-02-13 00:00:00",Conventional,1.262024527,504588.73,225820.22,88680.44,2942.51,158611.27,,,,28534.29
Raleigh/Greensboro,Weekly,"2022-02-06 00:00:00",Conventional,1.368203167,408239.17,156222.35,67393.18,2772.44,155498.49,,,,26352.71
Raleigh/Greensboro,Weekly,"2022-01-30 00:00:00",Conventional,1.353422423,407783.78,165295.12,66652.78,3030.35,150846.34,,,,21959.19
Richmond/Norfolk,Weekly,"2022-02-20 00:00:00",Conventional,1.162780126,336442.68,120994.07,34531.67,541.72,93450.61,,,,86924.62
Richmond/Norfolk,Weekly,"2022-02-13 00:00:00",Conventional,1.081690657,415635.07,170583.48,46925.68,755.22,94597.13,,,,102773.56
Richmond/Norfolk,Weekly,"2022-02-06 00:00:00",Conventional,1.258142740,305487.04,108967.82,37633.43,683.29,87670.90,,,,70531.60
Richmond/Norfolk,Weekly,"2022-01-30 00:00:00",Conventional,1.264921780,321318.85,109433.39,39402.12,680.76,93238.22,,,,78564.36
Roanoke,Weekly,"2022-02-20 00:00:00",Conventional,1.110939715,209013.48,74921.15,13033.30,28.92,52811.00,,,,68219.11
Roanoke,Weekly,"2022-02-13 00:00:00",Conventional,1.020801386,252529.02,102007.52,15534.37,23.26,53831.09,,,,81132.77
Roanoke,Weekly,"2022-02-06 00:00:00",Conventional,1.187480467,187967.51,66113.84,13827.42,23.71,49919.49,,,,58083.04
Roanoke,Weekly,"2022-01-30 00:00:00",Conventional,1.187556278,187834.28,65635.44,14925.29,15.58,49206.54,,,,58051.43
Sacramento,Weekly,"2022-02-20 00:00:00",Conventional,1.626028388,428627.68,112839.95,120875.42,2220.20,97163.36,,,,95528.76
Sacramento,Weekly,"2022-02-13 00:00:00",Conventional,1.340392575,604243.41,132390.79,229952.33,2136.48,96625.13,,,,143138.68
Sacramento,Weekly,"2022-02-06 00:00:00",Conventional,1.693444818,423436.40,85232.81,140533.84,2102.69,109634.12,,,,85932.93
Sacramento,Weekly,"2022-01-30 00:00:00",Conventional,1.389210002,499646.46,114477.36,163582.92,2272.63,96480.80,,,,122832.76
"San Diego",Weekly,"2022-02-20 00:00:00",Conventional,1.249538602,574896.36,106320.08,10848.74,19707.57,149011.09,,,,289008.89
"San Diego",Weekly,"2022-02-13 00:00:00",Conventional,1.100114708,829350.37,114228.35,11139.28,28185.13,364425.26,,,,311372.35
"San Diego",Weekly,"2022-02-06 00:00:00",Conventional,1.326976786,566141.01,119074.39,17298.46,13764.63,148607.10,,,,267396.44
"San Diego",Weekly,"2022-01-30 00:00:00",Conventional,1.297950710,579059.06,117112.12,19334.28,20683.97,153343.84,,,,268584.86
"San Francisco",Weekly,"2022-02-20 00:00:00",Conventional,1.679182081,717896.53,184926.34,120467.93,3384.44,132210.28,,,,276907.54
"San Francisco",Weekly,"2022-02-13 00:00:00",Conventional,1.473108552,1015879.55,236902.04,215060.85,4077.35,137767.53,,,,422071.79
"San Francisco",Weekly,"2022-02-06 00:00:00",Conventional,1.682752456,688886.98,126909.19,163858.19,3884.40,150103.82,,,,244131.37
"San Francisco",Weekly,"2022-01-30 00:00:00",Conventional,1.244083114,961515.16,205529.63,214265.51,4793.94,114518.71,,,,422407.38
Seattle,Weekly,"2022-02-20 00:00:00",Conventional,1.684628927,536120.64,109770.01,48263.63,535.85,88784.05,,,,288767.09
Seattle,Weekly,"2022-02-13 00:00:00",Conventional,1.603469268,677917.84,126797.78,56407.22,419.10,89908.22,,,,404385.51
Seattle,Weekly,"2022-02-06 00:00:00",Conventional,1.861742400,534525.49,78307.21,57567.66,568.60,96781.23,,,,301300.79
Seattle,Weekly,"2022-01-30 00:00:00",Conventional,1.527726706,546576.24,120733.37,34616.93,409.73,98785.53,,,,292030.68
"South Carolina",Weekly,"2022-02-20 00:00:00",Conventional,1.274001508,519703.14,203168.81,41075.66,1390.17,148196.42,,,,125872.08
"South Carolina",Weekly,"2022-02-13 00:00:00",Conventional,1.191767894,633961.66,306508.78,54076.29,1455.36,138471.77,,,,133449.47
"South Carolina",Weekly,"2022-02-06 00:00:00",Conventional,1.356014183,491786.22,179240.43,46016.39,1436.18,160046.57,,,,105046.64
"South Carolina",Weekly,"2022-01-30 00:00:00",Conventional,1.365540574,465741.43,180132.30,44081.71,1335.82,147415.82,,,,92775.78
Spokane,Weekly,"2022-02-20 00:00:00",Conventional,1.401596712,77810.48,20813.06,5183.23,0.00,14206.47,,,,37607.73
Spokane,Weekly,"2022-02-13 00:00:00",Conventional,1.390187172,98438.18,27643.60,5566.78,29.43,15253.18,,,,49945.19
Spokane,Weekly,"2022-02-06 00:00:00",Conventional,1.650512826,77713.36,17124.25,7577.01,0.00,15550.66,,,,37461.43
Spokane,Weekly,"2022-01-30 00:00:00",Conventional,1.300607271,79736.08,21853.19,4952.59,3.46,15371.35,,,,37555.49
"St. Louis",Weekly,"2022-02-20 00:00:00",Conventional,1.127100883,188597.68,80165.30,5207.29,4.73,61074.39,,,,42145.98
"St. Louis",Weekly,"2022-02-13 00:00:00",Conventional,1.021579892,242321.30,113393.28,8088.85,30.24,71299.79,,,,49509.14
"St. Louis",Weekly,"2022-02-06 00:00:00",Conventional,1.183853003,176850.82,75229.97,6166.07,16.06,54636.65,,,,40802.07
"St. Louis",Weekly,"2022-01-30 00:00:00",Conventional,1.178212373,196696.43,78079.67,5502.91,36.93,60263.49,,,,52813.43
Syracuse,Weekly,"2022-02-20 00:00:00",Conventional,1.292254278,81083.39,19124.64,25046.04,53.05,31731.33,,,,5128.33
Syracuse,Weekly,"2022-02-13 00:00:00",Conventional,1.232640968,105743.82,27154.28,35716.74,59.46,37585.78,,,,5227.56
Syracuse,Weekly,"2022-02-06 00:00:00",Conventional,1.258992103,92114.17,17303.77,26680.58,39.59,43366.40,,,,4723.82
Syracuse,Weekly,"2022-01-30 00:00:00",Conventional,1.262162720,90510.85,19437.34,29444.21,24.45,37026.46,,,,4578.39
Tampa,Weekly,"2022-02-20 00:00:00",Conventional,1.238004275,497519.08,233036.43,12689.68,33.28,113261.99,,,,138497.69
Tampa,Weekly,"2022-02-13 00:00:00",Conventional,1.187468288,657711.99,327784.15,16100.60,15.53,124639.97,,,,189171.75
Tampa,Weekly,"2022-02-06 00:00:00",Conventional,1.237713314,520529.22,238415.32,14496.29,10.39,127895.52,,,,139711.68
Tampa,Weekly,"2022-01-30 00:00:00",Conventional,1.231446517,503486.14,224536.05,12962.90,26.15,129328.82,,,,136632.23
Toledo,Weekly,"2022-02-20 00:00:00",Conventional,1.118316708,146469.39,52140.98,5372.23,4553.67,26232.66,,,,58169.86
Toledo,Weekly,"2022-02-13 00:00:00",Conventional,1.020723170,198890.25,70657.16,9546.05,13740.89,26752.26,,,,78193.88
Toledo,Weekly,"2022-02-06 00:00:00",Conventional,0.971235927,165179.40,51678.19,5460.12,4974.14,36842.63,,,,66224.33
Toledo,Weekly,"2022-01-30 00:00:00",Conventional,0.929002239,164167.74,64426.67,6861.54,4554.04,26302.52,,,,62022.97
"West Tex/New Mexico",Weekly,"2022-02-20 00:00:00",Conventional,0.991367068,1053156.11,370280.29,97556.26,6567.45,346102.69,,,,232649.42
"West Tex/New Mexico",Weekly,"2022-02-13 00:00:00",Conventional,0.981322086,1184695.76,395170.53,121415.21,9671.51,453501.36,,,,204937.15
"West Tex/New Mexico",Weekly,"2022-02-06 00:00:00",Conventional,1.067434509,949048.90,289972.12,109521.14,6911.04,333860.19,,,,208784.42
"West Tex/New Mexico",Weekly,"2022-01-30 00:00:00",Conventional,1.094556965,917028.77,279468.73,109692.99,7808.81,354219.69,,,,165838.55
Wichita,Weekly,"2022-02-20 00:00:00",Conventional,0.987174058,121509.15,30132.36,1513.45,1.08,28360.46,,,,61501.80
Wichita,Weekly,"2022-02-13 00:00:00",Conventional,0.972896281,136841.30,31814.40,2058.93,11.92,32556.35,,,,70399.70
Wichita,Weekly,"2022-02-06 00:00:00",Conventional,1.131219111,98652.18,22522.93,2512.55,5.95,28454.65,,,,45156.11
Wichita,Weekly,"2022-01-30 00:00:00",Conventional,1.066965214,105790.72,23476.99,2608.45,7.56,28628.77,,,,51068.96
California,Weekly,"2022-02-20 00:00:00",Conventional,1.403706194,6032406.98,1423224.65,442717.50,199747.41,1435679.09,,,,2531038.34
California,Weekly,"2022-02-13 00:00:00",Conventional,1.260999731,8213748.60,1710552.29,768988.82,251589.31,2409800.72,,,,3072817.46
California,Weekly,"2022-02-06 00:00:00",Conventional,1.416634265,5895908.89,1399747.05,589107.51,140306.39,1444134.60,,,,2322613.35
California,Weekly,"2022-01-30 00:00:00",Conventional,1.297938551,6653424.24,1563454.60,697109.06,201501.32,1414195.71,,,,2777163.55
"Great Lakes",Weekly,"2022-02-20 00:00:00",Conventional,1.246402122,4006188.79,1212707.27,363211.78,126966.79,865585.49,,,,1437717.46
"Great Lakes",Weekly,"2022-02-13 00:00:00",Conventional,1.171541825,5958123.19,1729057.52,697384.85,349862.10,872990.77,,,,2308827.96
"Great Lakes",Weekly,"2022-02-06 00:00:00",Conventional,1.181169375,4174432.06,1087139.82,360792.97,132141.94,1111669.92,,,,1482687.41
"Great Lakes",Weekly,"2022-01-30 00:00:00",Conventional,1.083074346,4578795.46,1323055.69,447464.63,126497.27,858079.63,,,,1823698.24
Midsouth,Weekly,"2022-02-20 00:00:00",Conventional,1.230383905,4261383.97,1528409.94,496935.11,10989.30,1391125.06,,,,833924.56
Midsouth,Weekly,"2022-02-13 00:00:00",Conventional,1.207536511,4768171.83,1864395.96,604642.17,12941.60,1358446.70,,,,927745.40
Midsouth,Weekly,"2022-02-06 00:00:00",Conventional,1.296830581,3903254.22,1304762.07,501258.90,12395.39,1371688.05,,,,713149.81
Midsouth,Weekly,"2022-01-30 00:00:00",Conventional,1.269750903,3915618.04,1336969.57,529688.59,12872.91,1323563.49,,,,712523.49
Northeast,Weekly,"2022-02-20 00:00:00",Conventional,1.452032302,5562127.46,1535028.96,1917351.76,1441.37,1650584.02,,,,457721.34
Northeast,Weekly,"2022-02-13 00:00:00",Conventional,1.396732051,7199010.06,2540594.91,2466859.49,1891.02,1719796.91,,,,469867.73
Northeast,Weekly,"2022-02-06 00:00:00",Conventional,1.462482043,5148079.95,1247567.29,1759535.23,3261.12,1757354.73,,,,380361.57
Northeast,Weekly,"2022-01-30 00:00:00",Conventional,1.432087818,6317471.13,1864080.02,2273211.58,1558.43,1733288.64,,,,445332.46
Plains,Weekly,"2022-02-20 00:00:00",Conventional,1.206987876,2021018.10,690130.59,373857.13,2098.72,569426.87,,,,385504.47
Plains,Weekly,"2022-02-13 00:00:00",Conventional,1.165925058,2314973.90,785877.51,507030.96,2031.35,610118.63,,,,409915.46
Plains,Weekly,"2022-02-06 00:00:00",Conventional,1.234608765,1835463.52,583443.71,341349.16,2031.92,577252.97,,,,331385.76
Plains,Weekly,"2022-01-30 00:00:00",Conventional,1.256459763,1842460.11,585979.50,306449.02,1719.45,574647.59,,,,373664.55
"South Central",Weekly,"2022-02-20 00:00:00",Conventional,1.022521655,5446539.64,2118394.08,402508.19,32862.06,1573836.46,,,,1318938.85
"South Central",Weekly,"2022-02-13 00:00:00",Conventional,0.952527779,6198826.48,2236387.93,491775.21,59036.61,2134934.99,,,,1276691.75
"South Central",Weekly,"2022-02-06 00:00:00",Conventional,1.117584250,4924113.88,1729060.69,512718.26,43324.47,1543547.32,,,,1095463.15
"South Central",Weekly,"2022-01-30 00:00:00",Conventional,1.111615286,4950732.42,1684465.22,582309.54,75641.89,1480704.07,,,,1127611.70
Southeast,Weekly,"2022-02-20 00:00:00",Conventional,1.265150530,4818641.03,2245035.62,145772.07,2405.48,1123344.28,,,,1302083.58
Southeast,Weekly,"2022-02-13 00:00:00",Conventional,1.167466538,6117369.59,3060721.46,195199.83,2462.64,1172364.57,,,,1686621.10
Southeast,Weekly,"2022-02-06 00:00:00",Conventional,1.286641023,4943836.13,2247816.69,182101.78,2377.44,1274089.83,,,,1237450.38
Southeast,Weekly,"2022-01-30 00:00:00",Conventional,1.286320655,4735824.94,2108458.87,173123.03,2230.61,1253006.81,,,,1199005.62
West,Weekly,"2022-02-20 00:00:00",Conventional,1.250024863,7055445.25,1868588.84,483117.40,28538.87,1598802.79,,,,3076397.36
West,Weekly,"2022-02-13 00:00:00",Conventional,1.227213998,8460819.44,2173768.29,601293.15,33578.46,1658090.44,,,,3994089.10
West,Weekly,"2022-02-06 00:00:00",Conventional,1.264563632,7022300.00,1512423.98,583851.12,27996.83,1595207.88,,,,3302820.19
West,Weekly,"2022-01-30 00:00:00",Conventional,1.241857783,6703346.71,1514654.65,601434.32,27641.95,1521184.33,,,,3038431.47
"Total U.S.",Weekly,"2022-02-20 00:00:00",Conventional,1.267861161,39203751.21,12621519.95,4625470.94,405050.00,10208384.07,,,,11343325.95
"Total U.S.",Weekly,"2022-02-13 00:00:00",Conventional,1.204103185,49231043.10,16101355.86,6333174.49,713393.08,11936543.73,,,,14146575.95
"Total U.S.",Weekly,"2022-02-06 00:00:00",Conventional,1.291612779,37847388.64,11111961.29,4830714.93,363835.50,10674945.29,,,,10865931.62
"Total U.S.",Weekly,"2022-01-30 00:00:00",Conventional,1.255706454,39697673.04,11981118.11,5610789.77,449663.83,10158670.26,,,,11497431.08
Albany,Weekly,"2022-02-20 00:00:00",Organic,1.846790170,3708.46,83.74,725.68,4.05,2702.40,,,,192.58
Albany,Weekly,"2022-02-13 00:00:00",Organic,1.682994846,3983.47,71.87,455.13,26.35,3329.97,,,,100.15
Albany,Weekly,"2022-02-06 00:00:00",Organic,1.691255442,3902.03,66.83,474.58,0.00,3187.24,,,,173.38
Albany,Weekly,"2022-01-30 00:00:00",Organic,1.631065791,3853.62,105.95,383.44,0.00,3211.11,,,,153.12
Atlanta,Weekly,"2022-02-20 00:00:00",Organic,2.006070032,25474.46,114.82,1764.82,0.00,10760.11,,,,12834.71
Atlanta,Weekly,"2022-02-13 00:00:00",Organic,2.044225316,22885.16,89.58,1886.73,0.00,9266.13,,,,11642.72
Atlanta,Weekly,"2022-02-06 00:00:00",Organic,1.878503611,26407.82,53.23,2148.40,0.00,10246.41,,,,13959.79
Atlanta,Weekly,"2022-01-30 00:00:00",Organic,1.786081780,28981.26,114.74,2622.95,0.00,9840.14,,,,16403.42
Baltimore/Washington,Weekly,"2022-02-20 00:00:00",Organic,1.829341462,54670.02,417.69,3188.89,3.44,45371.71,,,,5688.29
Baltimore/Washington,Weekly,"2022-02-13 00:00:00",Organic,1.680748651,60537.81,486.02,3038.59,3.44,52056.59,,,,4953.17
Baltimore/Washington,Weekly,"2022-02-06 00:00:00",Organic,1.795341479,58027.15,652.45,3061.35,10.32,49291.45,,,,5011.58
Baltimore/Washington,Weekly,"2022-01-30 00:00:00",Organic,1.765268339,59532.25,481.55,3605.02,11.49,50313.13,,,,5121.07
Birmingham/Montgomery,Weekly,"2022-02-20 00:00:00",Organic,1.645383336,12857.96,111.86,121.71,0.00,10325.62,,,,2298.77
Birmingham/Montgomery,Weekly,"2022-02-13 00:00:00",Organic,1.472484670,12554.34,61.45,190.17,0.00,10536.63,,,,1766.09
Birmingham/Montgomery,Weekly,"2022-02-06 00:00:00",Organic,1.543358184,10837.45,33.65,194.96,0.00,8752.36,,,,1856.47
Birmingham/Montgomery,Weekly,"2022-01-30 00:00:00",Organic,1.500063815,9483.00,70.60,196.54,0.00,7130.48,,,,2085.38
Boise,Weekly,"2022-02-20 00:00:00",Organic,2.167799177,5798.49,15.05,603.70,0.00,2930.51,,,,2249.23
Boise,Weekly,"2022-02-13 00:00:00",Organic,2.160330484,6426.53,5.67,861.37,0.00,3419.28,,,,2140.21
Boise,Weekly,"2022-02-06 00:00:00",Organic,2.133322408,7101.90,0.94,789.66,1.27,3407.66,,,,2902.37
Boise,Weekly,"2022-01-30 00:00:00",Organic,1.729178686,7925.78,6.47,869.94,3.80,3884.95,,,,3160.62
Boston,Weekly,"2022-02-20 00:00:00",Organic,1.907199532,32351.12,117.50,1108.62,0.00,30279.88,,,,845.11
Boston,Weekly,"2022-02-13 00:00:00",Organic,1.825179375,34790.87,154.21,1462.90,0.00,32347.43,,,,826.33
Boston,Weekly,"2022-02-06 00:00:00",Organic,1.820250975,35428.87,203.14,1459.92,0.00,32870.62,,,,895.20
Boston,Weekly,"2022-01-30 00:00:00",Organic,1.733702658,41946.30,126.44,1695.57,0.00,39309.54,,,,814.76
Buffalo/Rochester,Weekly,"2022-02-20 00:00:00",Organic,1.722994973,11464.89,788.76,112.74,0.00,10563.39,,,,0.00
Buffalo/Rochester,Weekly,"2022-02-13 00:00:00",Organic,1.614629101,11905.36,1367.75,144.59,0.00,10393.01,,,,0.00
Buffalo/Rochester,Weekly,"2022-02-06 00:00:00",Organic,1.681228583,11282.29,1223.10,95.71,0.00,9963.47,,,,0.00
Buffalo/Rochester,Weekly,"2022-01-30 00:00:00",Organic,1.519021401,11926.79,1181.17,86.13,0.00,10659.49,,,,0.00
Charlotte,Weekly,"2022-02-20 00:00:00",Organic,1.572476945,21900.12,154.44,2445.47,13.81,17886.91,,,,1399.49
Charlotte,Weekly,"2022-02-13 00:00:00",Organic,1.600440778,21152.59,109.57,2302.39,29.86,17628.78,,,,1081.98
Charlotte,Weekly,"2022-02-06 00:00:00",Organic,1.642089851,19927.88,115.61,2490.83,11.22,16449.57,,,,860.64
Charlotte,Weekly,"2022-01-30 00:00:00",Organic,1.659392850,22883.50,133.31,2422.50,18.16,19179.37,,,,1130.16
Chicago,Weekly,"2022-02-20 00:00:00",Organic,1.710274768,36627.16,338.95,3322.67,0.00,15455.97,,,,17509.58
Chicago,Weekly,"2022-02-13 00:00:00",Organic,1.713518952,41946.30,360.78,3343.10,0.00,16616.27,,,,21626.16
Chicago,Weekly,"2022-02-06 00:00:00",Organic,1.745400394,54343.09,464.94,5621.36,0.00,20872.48,,,,27384.31
Chicago,Weekly,"2022-01-30 00:00:00",Organic,1.717967671,55878.92,504.65,6412.33,0.00,21088.62,,,,27873.32
Cincinnati/Dayton,Weekly,"2022-02-20 00:00:00",Organic,2.448583180,10536.34,47.18,1633.43,0.00,2444.12,,,,6411.62
Cincinnati/Dayton,Weekly,"2022-02-13 00:00:00",Organic,2.425620083,11732.86,67.46,2027.82,0.00,2643.79,,,,6993.79
Cincinnati/Dayton,Weekly,"2022-02-06 00:00:00",Organic,1.753614120,11481.27,348.76,1638.80,0.00,2458.22,,,,7035.49
Cincinnati/Dayton,Weekly,"2022-01-30 00:00:00",Organic,1.882387862,13986.03,575.57,1942.29,0.00,2659.26,,,,8808.91
Columbus,Weekly,"2022-02-20 00:00:00",Organic,1.888904691,9082.65,438.67,929.86,0.00,3254.32,,,,4459.78
Columbus,Weekly,"2022-02-13 00:00:00",Organic,1.866355454,8710.55,368.59,900.04,0.00,3287.16,,,,4154.76
Columbus,Weekly,"2022-02-06 00:00:00",Organic,1.684031515,10181.12,340.40,944.70,0.00,3605.32,,,,5290.69
Columbus,Weekly,"2022-01-30 00:00:00",Organic,1.618522647,10136.80,422.22,1013.68,0.00,3457.58,,,,5243.33
"Dallas/Ft. Worth",Weekly,"2022-02-20 00:00:00",Organic,1.626973382,42396.51,3374.83,308.74,0.00,30033.04,,,,8679.91
"Dallas/Ft. Worth",Weekly,"2022-02-13 00:00:00",Organic,1.603449741,42288.55,4121.21,353.56,0.00,27761.21,,,,10052.57
"Dallas/Ft. Worth",Weekly,"2022-02-06 00:00:00",Organic,1.554309751,48719.31,5067.23,340.16,0.00,32527.73,,,,10784.19
"Dallas/Ft. Worth",Weekly,"2022-01-30 00:00:00",Organic,1.500781599,43842.37,5290.06,510.81,0.00,31129.59,,,,6911.91
Denver,Weekly,"2022-02-20 00:00:00",Organic,1.956198255,30362.55,3021.90,203.47,0.00,9144.92,,,,17992.26
Denver,Weekly,"2022-02-13 00:00:00",Organic,1.962875479,32105.72,2717.32,318.73,0.00,9706.86,,,,19362.81
Denver,Weekly,"2022-02-06 00:00:00",Organic,1.878771996,37449.96,3061.45,547.24,0.00,11083.93,,,,22757.34
Denver,Weekly,"2022-01-30 00:00:00",Organic,1.701952597,63574.97,5768.52,914.47,0.00,9341.06,,,,47550.91
